Tweets,Label
हमारे कोरोना लड डॉक्टर नर्स पुलिसकर्मी आदी लोगो हौसला बढाने छोटा सा काम देश हि,1
कोरोना वायरस महामारी रोकथाम इंतज़ामात लेकर आज जिलों सीएमएचओ वरिष्ठ अधिकारियों वीडियो कॉन्फ्,0
तमसो मा ज्योतिर्गमय अंधेरा छँटेगा कोरोना हारेगा भारत जीतेगा बजेमिनट bajemintues pmminutes,0
क्या राज ठाकरे इलाज जरूरत है आज भारत शहरों जमातियों जमकर उत्पात मचाया जाहिल कोरोना बां,0
आपको पता मस्जिद कोरोना वायरस विदेशी मौलाना मिले मस्जिद इमाम केजरीवाल ₹ देता,0
दोस्तों आपने सारे लोगों बेवकूफियाँ देखी पटाखे चलाते जश्न मनाते पता किसका जुलूस निकालते,0
कोरोना गर्भ समाज देश ग्रामीण अर्थव्यवस्था दुबारा स्थापित साझा संकल्प जगे सनातन नए सूरज,0
कोरोना जैसी महामारी निपटने लिएभारतीय रेल आइसोलेशन डब्बे तैयार किये गये हैंमाननीय प्रधानमंत्री श्री नरेन्द्,1
असतो मा सदगमय ॥ तमसो मा ज्योतिर्गमय ॥ मृत्योर्मामृतम् गमय ॥प्रधानमंत्री आह्वान देशवासी आज रात ब,0
मेरी पहली कोशिश कोरोना अगर जाता मेरी दूसरी कोशिश रहेगी लोगों जल्दी जल्दी,0
वायरस आपस बात पहला मेरा नाम कोरोना दूसरा मेरा नाम मौलाना,0
Most beautiful pics evening रिक्शा वाला सब्जी वाला बॉर्डर खड़ा सैनिक आम हिंदुस्तानी,0
मरने वालों संख्या कोरोना कम भूख ज्यादा मरने वालों संख्या प्रतिदिन सरकार कमियों छुपाने,1
क्या कोरोना नियम तोड़ने पुलिस डॉक्टर्स हमला वालों थूकने वालों फिदायीन आतंकी घोषित जाए,1
कोरोना वायरस तीन दिन बच्चे मां संक्रमण,1
गोबिजी कोरोना तेल लेने तीसरी टास्क क्या बताओ जरा प्लीज प्लीज प्लीज,0
कोरोना वायरस संक्रमित मरीजों साबधानी पुर्बक हैंडल मॉक ड्रिल BiharHealthDept COVID IPRD,0
साथी हाथ बढाना मिल दीप जलाना कोरोना विरुद्ध देश लड़ाई आज बज़े मिनट उपलब्ध प्रकाशपुंज स,0
सत्य ऐ बात राहत कोष दान हिंदुओं तरफ आ कोरोना मरीज,0
Sant Shri Asharamji Bapu सत्संग भारतीय संस्कृति गौ गौ उत्पाद महिमा अक्सर बताते र,0
भाई जान तमको कोरोना नही क्या जमात ओर अधिकतर शांति दूतो नमाजी कैसे बच गए,0
इंदौर घटना बेहद शर्मनाक डॉक्टर्स पुलिस टीम नकली बताकर हमला निंदनीय दोषियों कडी कानूनी,1
अद्भुत अविस्मरणीय ऐतिहासिक पल भारतीयों एकता समागम मेरा भारत महान कोरोना हराना,0
मुन्ना उसका पैसा किसिको चाहिए येतो तू मोदिजी,0
बिहार क्वॉरंटीन सेंटर रुके कोरोना संदिग्ध प्रवासियों ब्लॉक डेवल्पमेंट ऑफिसर समेत ड्यूटी तैनात कर्मचारियों,1
योगी लोगो पड़ लंबा इंतजार जरूरी अप्रैल लॉकडाउन खत्म जाए सही टकलेश्वर जी कम,1
जनवरी कोरोना पुष्टि चुकी फरवरी नमस्ते ट्रंप नाम आयोजित इवेंट भीड़,0
शुभं करोति कल्याणमारोग्यं धनसंपदा शत्रुबुद्धिविनाशाय दीपज्योतिर्नमोऽस्तुते ॥ देश यशस्वी प्रधानमंत्री,0
कोरोना आइसोलेशन सेंटरों जामातियो बदमिजाजी बर्दाश्त बाहर इनको उच्च स्तरीय देखभाल देने तबीयत,1
लोटन निषाद चाय दुकान जाते तबलीगी जमातियों कोरोना संक्रमण लेकर टिप्पणी पास,0
China US शोध किये थोड़ा बन सका वो डॉ साहब अहंकार मत कीजिये,0
देश हर तरफ कोरोना रोना कहीं जिंदगी महंगी कहीं मुफ्त मिल रही मौत,0
दीपक भाई कोरोना विश्व निपट ले विश्व सारे देशों मिलकर इन चीनियों हर स्तर बहिष्कार,0
शुक्र मनाओ देश परम आदरणीय यशस्वी श्री नरेन्द्र मोदी जी रूप प्रधानमंत्री मिले कोरोना महासंकट,0
मैं नागरिकों अपील हूँ आज रात्रि बजे सिर्फ मिनट छत बालकनी दरवाज़े पास खड़े होकर दीया,0
हमारी बहनें कम थोड़ी हैंबहन राना रमलावी आर्ट माध्यम कोरोना निपटने लोगों,0
पाकिस्तान लॉकडाउन दौरान हिन्दुओ खाना नही मिल निजामुद्दीन रहकर मुसलमान कोरोना फैलाने साजिश रच,1
पत्थर पूजै हरि मिलै मै पूजूं पहाड़ कबीर कहने तात्पर्य मोमबत्ती जलाने कोरोना भागे मै जलाऊँ मशाल,0
क्या आपको लगता जिन्होंने कॉरोना खिलाफ देश नही उन्होंने आजादी लड़ाई देश होगा,0
कोरोना संक्रमण रोकथाम बचाव हेतु पुलिस कंट्रोल रूम फोर्स सहूलियत आरआई श्री दीपक पाटिल अनोखी,0
कोरोना वायरस वजह मैं भारत फँस हूँ कृप्या मुझे रेस्क्यू,0
ॐ असतो मा सद्गमय तमसो मा ज्योतिर्गमय मृत्योर्मामृतं गमय॥दीपों कोरोना कीटाणु,0
दीप मोमबत्ती टार्च विरोध डाक्टर नर्स पुलिस कर्मी पथराव थूकना कोरोना फैलाने वा,0
आगरा SR Hospital कोरोना संक्रमित डॉ राजेन्द्र बंसल डॉ अंकुर बंसल कारण सैकड़ों लोगों कोरोना संभावना,1
इन तब्लीकी जमातियों कोरोना जिहादियों क्यों गोली मारने आदेश दे दिये जायें,0
भारत कोरोना राहत कोष आपकी चहेती कंपनियों योगदान जौमेटो सुविगी पिज़्ज़ा हट डोमिनोज मैकडोनाल्ड बर्गर,0
श्रीलंका सरकार कोरोना वाइरस मृतकों दफनाने प्रतिबन्ध लगाया तथा मुस्लिम समुदाय पाबन्द रोग,1
कोरोना लड़ने सरकार भरोसे गलत थाली अब माताएं बहने गहने दान,0
कोरोना आड़ राष्ट्रद्रोह सरकार खामोश होकर सब बर्दाश्त रही ऐसी सरकार चीन नार्थ कोरिया ता,0
कोरोना आरती दोस्तो युवा समर्थन पब्लिसिटी दीजिये अच्छा प्रयास जमा,0
सर अप्रैल रात्रि बजे दीया जलाने प्रेरित साधारण बात नही बल्कि दिव्यता एह,0
प्रधानमंत्री नरेंद्र मोदी नेे कोरोना वायरस हमारी आस्था परंपरा विश्वास विचारधारा हमला बोला हमें इन्,0
प्रदेश कोरोना पॉजिटिव आंकडा तेजी बढ़ा चिंता विषय आंकड़ा मैं प्रदे,1
जहां तरफ संकट घड़ी पलायन मजदूरों यूं कहें मजबूरों भेजने,1
सरकार कोरोना जाँच इलाज देखरेख लगे चिकित्सकों बल्कि नर्स वार्ड स्टाफ़ लैब टेक्नीशियन ऑपरेटरों ऑ,1
बस मुझे दुख बातो भूरी काकी इस्तीफा नही माँगा भूरी काकी,0
महाराष्ट्र तुम्हारी सरकार कोरोना अधिक मरीज काम करो बकलोली मत करो कटुआ राउत,1
रतन टाटा लेकर अमिताभ बच्चन जर्मनी लेकर US सब लोग भक्त मूर्ख संघी अक्ल सिर्फ चम्मचे गुलाम,0
कोरोना कहानियां ठेला दिल्ली मधुबनी रुपए पास लोग रास्ते केला चूड़ा पूड़ी पानी बांट,1
सरकारकी गलती मुस्लिमोंकी बली सरकारी धन कोरोना वायरस पीड़ितों दान देकर दानवीर बनने ढ़ोग माननीय,1
आतँकवादी छुपता जमाती कोरोना आतंकी,1
माननीय प्रधानमन्त्री जी भीड गाँवो पहुंचेगी क्या कोरोना जैसी महामारी नियंत्रण पाएगा ग्रामीण स्तर अ,1
माननिय स्वास्थ्यमंत्री जी देश जिले कोरोना मामले ज्यादा वो जगह हॉटस्पॉट,1
क्या राज ठाकरे इलाज जरूरत हैआज भारत शहरों जमातियों जमकर उत्पात मचाया जाहिल कोरोना बां,0
कोरोना जंग डीआरडीओ कसी कमर मास्क सैनिटाइजर लेकर बायो सूट बनाया coronavirus CoronavirusL,1
equest To PM  भारतीय संस्कृति अनुसार साकाहार भोजन मांसाहार बंद संस्कृति अपनाओ कोरोना भगाओ,0
महाराष्ट्र लोग दिल्ली निज़ामुद्दीन मरकज़ शामिल जिनमें पता लगाया चुका उनमें व्यक्ति,0
चमगादड़ों  बेकार बदनामी झेलनी पड़ी जबकि भारत कोरोना फैलाने तबलीगी सुअर,0
अब भारत बात साफ़ १ कागज़ दिखाएंगे २ लॉक डाउन मानेंगे ३ कोरोना संदिग्धों छिपाएं,1
कोरोना bast मोबइल,0
जीत हम जंग ए कोरोना जाहिल ए चायवाला सब चौपट दीपक चौरसियाको गिरफ्तार करो,1
जहां तफर केंद्र सरकार कोरोना महामारी चलते लॉकडाउन इवेंट बनाने लगी दूसरी तर,1
चरखा चलाने अंग्रेज भाग गए मोमबत्ती जलाने कोरोना क्यों नही भाग अगर मोमबत्ती जलाने कोरोना नही,0
माननीय मुख्यमंत्री अशौक गहलोत साहव चिकित्सा मंत्री रघु जी शर्मा साहव प्रदेश कोरोना महामारी चलते,1
England रानी राजा प्रधानमंत्री कोरोना कारण आइसोलेशन इंग्लैंड चला गृहमंत्री,1
इतिहास हमेशा खुद दोहराता भारत साल राज जुल्मों सितम इंग्लैंड हालत महारानी युवराज प्रधान,0
सेकुलण्ड चुतियो समय भाजपा आरएसएस गाली देने बिताते उसका अगर समय जाहिल जिहादियों समझाने,0
उत्तर प्रदेश सरकार फर्जी गरीबी देखकर राशन दे रही इनकी रेखा आ क्या खाये समय,0
क्रोनोलॉजी समझिये कोरोना वायरस आयेगा सरकार चुप चाप तमाशा देखेंगे जनता कर्फयू ताली थाली घण्टा बजवायेंगे फि,0
भरुआ मिनट मोमबत्ती जलाने मिनट सास रोक लेना कोरोना लगेगा मर भा,0
“आप उठाओ मुझे मैं खाँसता हूँ फैलाता हूँ कोरोना” JNU स्टूडेंट गार्ड धमका ऐसी हरकतें केवल anti,1
अन्ना हजारे कहां पैसे वैसे चाहिएं बस बार कोरोना पीड़ितों मिल आओ हम मान जाएंगे सच्चे समाजसेवी,1
WHO कोरोना रोकथाम मोदी सरकार प्रयासों सराहना कीलेकिन देश विपक्षियों liberals इसपर निम्न,0
कोरोना हराना,0
चीन कमीनापन पाकिस्तानी मीडिया खबर चल रही चीन चूना लगा दरअसल कोरोना वायरस मदद नाम चीन,0
BREAKING आज केन्द्रीय मंत्रिमंडल अहम् फैसला कोरोना संकट देखते अगले साल सांसदों वेतन,1
इन घटिया लोगों बिल्डिंग बंद करके मरने छोड़ देना चाहिए इनको वैसे आतंकवाद फैलाने मौका मि,0
मुझे उठाया मैं खसूंगा कोरोना फैलाऊंगा ये JNU छात्र जेहादी क्या चाहिए लोगों,0
कोरोना इक्वाडोर गलियों पड़ी लाशें वीडियो सामने आने उपराष्ट्रपति माफी मांगी,1
अगर चिढ़ते चिढ़ने मेहमान थोड़ी सब जाहिल अब्दुल कलाम थोड़ी फैलेगा कोरोना आएंगे ज़द्द,0
पुलिस काम तारीफ मुस्लिम इलाकों अफसरों बरसाए फूल देखें तस्वीरें महामारी खतरे बीच पुलिसकर्मी,1
देशी जमाती देश दुश्मन नम्बर बन गए पाकिस्तान नम्बर खिसकता दिख सरकार इलाज,1
भारत जनवरी अब फ्लाइट कितने लोग विदेश आये कोरोना वाइरस टेस्ट कराने चर्चा ब्राह्मण पत्रकार,1
अंत पटाखे मिनट फेरा लेकर कोरोना विवाह संपन्न भक्तों सारी बधाई,0
कोरोना खिलाफ वैश्विक लड़ाई महानायक बन चुके भारत प्रधानमंत्री प्रज्वलित दीप,0
जेलों वातावरण स्वच्छ वहां सामाजिक दूरी ख्याल रखा जाए नियमित चिकित्सकीय जांच जाएं,1
रविवार अप्रैल हमें मिलकर कोरोना संकट अंधकार चुनौती देनी प्रकाश ताकत परिचय कराना,1
भाजपा पूर्व प्रदेश अध्यक्ष अरुण चतुर्वेदी राज्य सरकार मांग तबलीगी जमात कार्यकर्ताओं NSA अंतर्गत द,0
इंडिया कोरोना जंग जोकरों तरहा लड़ ताली थाली बजा मोमबत्ती जला,1
mpfightscorona कोरोना वायरस हराने जंग चिकित्सकों महत्वपूर्ण भूमिका ग्रामीण शहरी दोनों क्षेत्,0
मुख्यमंत्री श्री इंदौर वासियों COVID सावधान रहने अपील तीन बार स्वच्छता अव्वल रह,1
कोरोना बीमारी मदद आर गायब विश्व हिन्दू परिषद गायब हिन्दू महासभा गायब बजरंग दल गायब,0
आज देश एकजुट होकर पीएम नरेन्द्र मोदी नेतृत्व कोरोना महामारी खिलाफ निर्णायक लड़ाई लड़ वक्त,1
इलाज़ नए पुराने सारे वायरस होगा देखते जाइए भाग इटली अब  कोरोना टोपी वाला,1
स्पेन अस्पतालों कोरोना उपचार डॉक्टर मेडिकल टीम ॐ उच्चारण सतनाम वाहेगुरु पाठ,1
सर सही नही कोरोना चीन पकाया चीन खाया नुकसान पूरे विश्व झेलना पड़,0
जेनएयू छात्र लॉकडाउन बीच बाहर निकलने कोशिश सुरक्षा गार्डों रोका बोला मैं खांस दूंगा कोरोना,1
मंत्री जी हम प्रधानमंत्री नरेंद्र मोदी जी सांसद श्री कृष्ण पाल जी हर आपका सा,0
अब भारत लगभग कोरोना मरीज पाये गये जिनमें मुसलमान बाकी सब इंसान,0
पुराने जमाने राक्षस मुँह आग फेकता अब मुल्ला मुँह थूक फेक कोरोना फैला इन सब जेहादी सजा,0
शाम ठीक ढाई घंटे हम सब मिलकर दीया राष्ट्र नाम जलाना कोरोना वायरस महा,0
पूरी दुनिया परेशान कोरोना वायरस चीन कोरोना वायरस वुहान सिटी आगे नही बढ़ा हद देखो आज,1
कोरोना देखते मक्का मदीना कर्फ़्यू लग है़ भारत दिन लॉकडाऊन लग जाए लोगों धर्म,1
अंक स्वामी बुध गला फेफड़ा मुख कारक बुध कोरोना मुख फेफड़े गले संबंधित अंक मंगल प्रतीक मंगल सौरमंडल,0
कोरोना लॉकडाउन बीवी साइकिल बैठाकर किलोमीटर सफ़र वाला मज़दूर,0
बस सवाल कोरोना निपटने क्या तैयारी चिकित्सा व्यवस्था क्यों बदहाली राश,0
मध्य प्रदेश मुरैना ज़िला शख्स मां तेरहवीं भोज खिलाया जिसमें करीब लोग शामिल अब,0
अर्थात दिल्ली देश तुलना दोगुनी अधिक वृद्धि जोकि चिंता विषय जहां अप्रैल देश कोरो,1
मध्य प्रदेश मुरैना महाराजपुर तेरहवीं भोज लोगों खाना खिलाने दुबई रिटर्न पति पत्नी कोरोना पॉजिटिव पाए गए,1
माननीय प्रधानमंत्री वीडियो कॉन्फ्रेंस दौरान वायरस संक्रमण रोकथाम आगे राजनीति चर्चा करिएगा,1
साला खाना क्या खिलायेगा इसको हम महीने खाना खिला खाना खिलाने आड़ कहीं कोरोना फैला दे,0
IndiaFightsCorona IndianMuslims Truth cm NizamuddinMarkaz सुनता हैरान जाता अब कोरोना,0
We Request PM संस्कृति अपनाओ कोरोना भगाओ Sant Shri Asaram Bapu Ji बताया कोरोना मुक्त ब,0
Covid बारे भ्रामक सूचना वायरस तत्काल रोकना आवश्यक अंधविश्वास सुनी सुनाई बातों बहकावे कोरोना वायर,0
अरे नही कोरोना सिर्फ टाइम नमाज़ जाएगा,0
कोरोना प्रति प्रधानमंत्रीजी गंभीरता,0
लिबरल कोंग्रेसी चमचे मोदी खिलाफ कोरोना रोकथाम भारत सरकार कदम सही नही उठाये वो वार वि,1
कोरोना वायरस डोनाल्ड ट्रंप पीएम मोदी मांगी मदद भारत मांगी हाइड्रोक्सीक्लोरोक्वीन दवा,1
देश अनपढ़ गंवार गदी बिठावोगे कोरोना केसे रोक सकेगे सरकारकी गलती मुस्लीमोंकी बली,0
अब अजीत डोभाल जी मैदान उतर गये देख लेना ज़्यादा दिन टिकेगा कोरोना,1
संस्कार अपनेमंदिरों दान निकल मस्जिदों कोरोना वायरस मरीज,1
अरुणाचल कोरोना वायरस डर महिला अधिकारी लगाई फांसी,1
सब नेता कोरोना बोलेंगे मायावती नही बोलेगी क्योंकि परचा लिखने वाला दिन छूट्टी,1
चीन केवल कोरोना लड़ा इसलिए जीत परंतु हमारी लड़ाई कोरोना अज्ञानता लापरवाही अलग विचारधाराओं धार्मि,0
साध्वी प्रज्ञा बाहर आओ श्राप कोरोना मारो वरना लोग तुम्हें ढोंगी समझेंगे रामदेव बाबा पैसे निका,0
अल्लाह खौफ मक्का मदीना दिखा इसलिए वो बंद पाकिस्तान तबलीगी जमात नमाज असर दिख कितने बेगैरत,0
मेगास्टार पिछले समय सोशल मीडिया कोरोना जुड़ी जानकारियां सावधानी बरतने नसीहत दे coronavi,1
देश सड़क अधिक कोरोना वाहक दिनों बार सेलिब्रिटी परीक्षण समय रोगसूचक संदिग्,0
मेरा व्यवसाय इंस्ट्रूमेंट्स रिपेयर अब कोरोना चलते बंद मेरा मेरे परिवार,0
मुसलमान बोल हम भारत कोरोना ला माने गे देखे वीडियो,0
नर्सेज कमी दूर जल्दी नर्सेज भर्ती पूर्ण नर्सेज कमी दूर करे जिससे कोरोना महामा,1
चिंता बात होनी चाहिये कोरोना पाजीटिव मरीजों संख्या कितनी चिंता बात होनी चाहिये कितने लोगों,0
कंट्रोल रूम फोन नंबर देने क्षेत्र कोरोना वायरस बचाव सुझाव बताने आमजन जागरूकता लाने हेतु शहरी ग्रामीण क्षे,1
हे ईश्वर पुलवामा मेरे देश जवानों हत्या साज़िश रचने हत्या कोरोना जाये,0
कोरोना जैसी महामारी ख़िलाफ़ इन दिनो लॉकडाउन हम सब दिन रात डॉक्टर्स नर्सो स्वा,0
भारत कोरोना हद नियंत्रण बनाए रखा अविश्वासनीय मोदी सरकार बधाई,1
कोरोना वायरस संक्रमण फैलने रोकने sparsh cctv camera FeverDetectionCamera FeverDetectionCameraTherm,0
कोरोना प्रकोप संबन्ध माननीय मुख्यमंत्री महोदय लगातार नियमित रूप वार रूम अन्य कार्यस्थलों निरीक्षण,1
जलाने कोरोना नही भागता हमे पता कैंडल मार्च निकालने बलात्कार पीड़िता ईज्जत वापस आजाती क्या मोमबत्ती गैंग,0
कोरोना कहीं आत्महत्या ले  मोदीजी अंधविश्वासी,1
अप्रैल रात बजे मिनट लाइट बंद अन्य उपकरण चलने दें PM श्री आह्वान कोरोना रूपी अंधका,1
कोरोना चीन जन्म लिया इटली पला बढ़ा ईरान जवान भारत आकर इस्,0
भारतीय सनातन संस्कृति स्वस्थ रहने अनेक उपाय बताए गए सूर्यदेव अर्घ्य देने मात्र मनुष्य रोग प्रतिरोधक,0
कांग्रेस पूर्व अध्यक्ष हमारे दूरंदेशी नेता आदरणीय श्री जी पत्र लिखकर कोरोना हराने,1
आओ जलाएं भरी दुपहरी अंधियारा सूरज परछाईं हारा अन्तरतम नेह निचोड़ें बुझी,0
कोरोना कांग्रेस वायरस मुक्ति जलाएंगे बजे मिनट,1
भूषण जी हमारे माननीय प्रधानमंत्री अच्छी सूझबूझ परिणाम उन्होंने समय रहते दिन,0
बिहार मशहूर समाज सेवक कन्हैया कुमार कही दिखाई नही दे कही कोरोना खिलाफ प्रदर्शन चीन नही चले गए बस,1
गौमूत्र पिलाकर कोरोना बचाने दावा गैंग बीमारी बढ़ती रही दिखना बंद गए सब ठीक गए क्या,1
अगला टास्क  जेवर  कोरोना गो,0
ईए तब्लीग़ी मुँह छुपाके बैठा ओर तब्लीग़ी भाइयोंने पुरे देश कोरोना सबको infect करदी इसने,0
अगर भारतीय मीडिया कोरोना संकट हिंदू मुसलमान मेरा मीडिया भरोसा उठ जाता शुक्रिया मीडिया दोस्तो,0
भारत राज्यों राज्य सरकार कोरोना संकट चलते आपको ज्यादा बेहतर कार्य करती नजर आ रही सलमान,0
उत्तराखंड कोरोना केस कंफर्म अब via News Plus,1
भारत कोरोना वायरस फैलने बड़ा जिम्मेदार A दिल्ली पुलिस B तब्लीगी जमात C अरविंद केजरीवाल D उपरोक्,1
होली दिवाली पछाडते लोकप्रियता ऊपर कोरोना महोत्सव लक्ष्मी जी गणेश जी नराज गये,0
कोरोना जाँच अभाव बिहारवासी तड़प तड़प मर अब कोरोना योद्धा डॉक्टरों स्वास्थ्यकर्मियों पर्या,1
रज़िया तुम्हारे जज्बे सलाम भारत मुसलमान कर्तव्य समझते कोरोना ख़िलाफ़ जंग भारत खड़े,0
हिमाचल सरकार कर्फ्यू दौरान प्रदेशवासियों प्रत्येक सुविधाएं उपलब्ध करवाने हरसंभव प्रयास रही आइए इन सुविधा,1
धन्यवाद आपके अमूल्य योगदान कोरोना वायरस बढ़ते संक्रमण रोकने निश्चित बल मिलेगा IndiaFightsCorona,1
कोरोना संकट आज रात बजे राष्ट्र संबोधित करेंगे PM Modi,1
कोरोना पश्चिम बंगाल क्यों रही सियासत,0
प्रधानमंत्री जी नेतृत्व आज भाजपा भारत गौरवशाली संस्कृति अनुरूप देश पुनर्निर्माण गरीब कल्याण,1
कविता सुनने समझ जाओगे कोरोना वाइरस नही ️️️️️,0
भारत लॉकडाउन अब कोरोना वायरस संक्रमण तेजी विस्तार मार्च मरीजों संख्या आ,1
झारखंड कोरोना संक्रमण भले कम मामले मिले राज्य सरकार शुरू मामले सतर्कता सक्रियता दिखा,1
सीतापुर जिले जमाती कोरोना पाजिटिव पाये गये निजामुद्दीन मरकज़ लौट सिर्फ मरीज दे,1
दुनिया कोरोना भले चमगादड़ आया भारत सूअरो ज्यादा फैल,1
जनजाति क्षेत्रीय विकास विभाग उदयपुर कोरोना महामारी बचाव जिला प्रशासन जनजाति क्षेत्रीय विकास वि,1
परतावल संदिग्ध व्यक्ति कोरोना रिपोर्ट आई निगेटिव गाँव आने माला पहना स्वागत,1
सावधान रहें सतर्क रहें अफवाओं बचें कोरोना थाली ताली पीटने जाएगा मोमबत्ती टॉर्च फ़्लैश लाइट जलाने,1
भक्तों गोदी मीडिया पतलकारो कोरोना लड़ाई लोकसभा चुनाव समझ लिया वो सोचते झूठ बोल कोरोना वायर,0
तुम्हारा थूक थूक कोरोना फैलाना सब्जियों थूक लगा कोरोना फैलाना शोशल डिस्टेंस देश गद्दारी नो,1
कोरोना महामारी टॉर्च मोमबत्ती भागेगा मोदी जी अंधेर नगरी चौपट राजा,0
AAPDelhi RT मंगोलपुरी U ब्लॉक सर्वोदय कन्या विद्यालय दिल्ली सरकार ओर भोजन वितरण मुसी,0
कोरोना चलते आम जनता रही विभिन्न समस्याओं लेकर आज मैंने भाजपा प्रदेशाध्यक्ष सतीश पूनिया जी मुख्य सचिव ए,1
एै हुक़ूमत तुम्हारी चूक मर जायेंगे कोरोना बच गये भूक मर जायेंगे CoronavirusPandemic LockdownWithoutP,0
अखिल भारतीय विद्यार्थी परिषद महेसाना जिले कार्यकर्ताओं कोरोना महामारी दौरान जरूरतमंद लोगों राशन मास्क,1
भारत अल्पसंख्यकों सरकार दामाद पुज रही आज पुज रही वही अल्पसंख्यक कोरोना लाकर मौत बाट र,0
आज सारे राजनीतिक वायरस आज जल मर गए कोरोना जिहाद,0
मरकज भागा कोरोना आपके शहर मोहल्ले पहचान लंबा कुर्ता बकरे जैसी दाढ़ी सावधान रहें,0
पूरे उत्तरप्रदेश ख़ासकर ग्रामीण इलाक़ों कितने लोगों सैम्पल कोरोना वायरस चेक किए गए आँकड़ा,0
लो जी कोरोना जला वंदे तोपो सलामी,0
देश कोरोना महामारी चलते Social Distancing ध्यान रखते मेरा करबद्ध निवेदन अंत्येष्टि,1
लोग माहमारी मरे जाने खुशी मोदी भक्त पठाके फोड़ कोरोना स्वागत अंधेर नगरी चौपट,0
सतना जिले कारीगोही संकुल स्कूल अतिथि शिक्षको नवम्बर माह वेतन मिला माननी,0
कोरोना पीड़ितों सेवा डॉक्टरों PPE किट लॉकडाउन बेरोज़गार हुवे लोगों आर्थिक मदद भूखों भोजन,1
आँटी अमेरिका देश नागरिकों होल सेल भाव कोरोना मोदी तेरे फ्री,0
महोदय विश्व कोरोना महामारी संकट गुजर संकट समय मैं मध्यप्रदेश कार्यरत ओर फालेन आउट अ,1
अयोध्या करोड़ दीपक जलने लिब्राण्डु ओं दिक्कत तेल बचाने रोना रोने बैठ गए आज,0
अच्छा मुसलमान कह कोरोना अल्लाह अज़ाब काफिरो करोना कुरान निकला अब,0
सिंगर कनिका कपूर कोरोना पीछा छूट अब पुलिस नही छोड़ेगी,1
निजामुद्दीन लोगों कोरोना टेस्ट खर्च लाख रुपए प्रोग्राम आयोजकों वसूला जाए सहमत क्या,1
लॉकडाउन रेलवे कर्मचारियों फुल वेतन जाएगा बैंक कर्मियों फुल वेतन जाएगा एयर स्टाफ़ वेतन जाए,1
ठोस नीति कोरोना हराया छत्तीसगढ़ कांग्रेस सरकार कोरोना लड़ने ठोस कदम उठाए चाहे वो निजी,1
याद रखेगा देशों कोरोना फैला डॉक्टरों हमले सिर्,0
आपका धन्यवाद जी कोरोना महामारी खिलाफ लड़ाई हम सबको खड़े होकर लड़ना देश,0
प्रभु भाई चारा कोरोना जेहाद,0
ISIS जे बड़े आतंकी हैंसिकंदराबाद वर्षीय ख़लीलुद्दीन जमात गए कोरोना मौत गई उ,0
शर्मनाक बेहद शर्मनाक कोरोना आत्मघाती बम तैयार किए गये देश इनको फैलाया चिकित्सकों मीडियाक,1
कोरोना वायरस बचने हर नागरिक कर्तव्य सरकार निर्देशों पालन करे SupportLockdownStaySafe Lockdown,1
दिल्ली हॉस्पिटल डॉक्टरों PPE देने कारण नौकरी छोड़ दी खुद आज कोरोना खिलाफ युद्ध,1
कोरोना संकट दौरान आवश्यक सुविधाओं छत्तीसगढ़ सरकार नई पहल,1
लोगो लापरवाही कोरोना नही आएगा कंट्रोल अब इमरजेंसी मांगता देश जल्द सेना हवाले जाए नही ब,1
कोरोना वायरस कोविड संबंध होशंगाबाद जिले हैल्‍थ बुलेटिन MPFightsCorona JansamparkMP,0
महीने करोड़ जनसंख्या कोरोना पॉजिटिव मात्र बस बात विपक्ष पसन्द नही आई दिल्ली भसड़ मचवा दी,1
आज रात नौ बजे नौ मिनट देश एकता अखंडता बहादुरों कोरोना महामारी लड़ने जान,1
क्या पुलिस डॉक्टरों हमला वालों गोली मारनीं चाहिए pm BindasBol Indore IslamicCoronaJehad कोरो,0
भाजपा सरकार चाहे सोती रह गई चाहे सरकार कोरोना रोकने समय कदम उठाए चाहे सरकार जानबूझ लोगों टे,0
असहनीय मार कोरोना,0
कोरोना मरीजों अलग स्पेशल अस्पताल जरूरत मोदी हाँ आएगा मंगल बनाने मुँह देखो H राम खोR,1
